label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
2	648 m^2	0.3073	Santa Clarita	volleyball	-1.7171	0.5214	-688	-1001	2802	1.2367	-297	Games and Playable Media	-71
2	1700 m^2	0.2343	Oakland	baseball	1.0739	0.958	651	-761	229	2.8199	1001	Games and Playable Media	493
2	353 m^2	-0.3906	Santa Ana	baseball, volleyball	0.5056	0.5848	865	1505	1014	0.2499	705	Games and Playable Media	-298
0	221 m^2	1.8223	Riverside	tennis	N/A	-0.0272	333	151	-103	-0.5493	564	Computer Game Design	-84
5	-596 m^2	-0.4136	Irvine	golf	0.1055	0.0787	339	-402	-245	0.7832	1864	Natural Language Processing	232
0	171 m^2	2.107	Chula Vista	tennis	0.3622	1.0926	695	669	957	-2.415	-279	Data Science	425
0	-261 m^2	0.8064	Riverside	tennis	0.5138	0.56	156	1032	706	-0.1704	687	Computational Media	842
5	1169 m^2	-1.0869	Long Beach	running	-0.2413	1.5547	113	496	7	2.6932	2073	Natural Language Processing	1518
0	830 m^2	0.7546	Riverside	ice hockey	1.8783	0.9495	-477	-56	564	0.9161	-369	Computer Game Design	835
2	84 m^2	-0.2887	Bakersfield	VOLLEYBALL	0.0477	1.2731	1069	542	799	1.6332	-329	N/A	-10
0	78 m^2	0.5517	Chula Vista	tennis	0.4421	1.0946	1437	743	375	0.8386	-1434	Computational Media	-171
0	-446 m^2	2.4894	Fremont	ice hockey	0.5496	0.8202	140	1465	162	1.6323	-167	Computer Engineering	-965
0	-1186 m^2	-0.1704	Riverside	ice hockey	0.2379	-0.4987	-604	-201	-922	0.4344	665	Computer Science	
1	741 m^2	-1.1499	Santa Clarita	motor sports	1.0599	0.0962	456	265	-156	-2.2237	539	Computer Science	52
2	935 m^2	0.879	Bakersfield	boxing, volleyball	1.765	1.1845	1465	-339	-590	0.4724	-636	Games and Playable Media	-346
0	-706 m^2	0.2243	Chula Vista	basketball	1.6844	0.8567	-28	1120	-1588	1.082	-195	Computational Media	1430
3	295 m^2	0.0121	Modesto	Basketball	1.8793	0.4058	1795	-1552	1645	0.0524	-738	Robotics Engineering	879
2	-273 m^2	-0.3424	Bakersfield	baseball	2.0509	0.4063	618	-1043	708	-0.2963	1605	Statistics	-747
2	2060 m^2	0.7907	Stockton	baseball	-0.6342	0.2083	687	158	1184	0.6133	-1205	Statistics	-1158
3	-212 m^2	1.4432	San Bernardino	football, basketball	3.0014	0.4437	-66	209	381	-0.6897	-153	Robotics Engineering	-258
0	-994 m^2	0.5419	Chula Vista	ice hockey	0.3276	0.3027	-671	-640	187	-1.0763	508	Computational Media	-111
1	-111 m^2	1.7077	Santa Clarita	motor sports	0.4812	None	109	318	3324	-0.4073	90	Computer Science	-46
0	810 m^2	1.5672	Fremont	tennis	1.2411	0.5615	-492	406	180	-0.0893	-901	Computational Media	416
2	667 m^2	0.2953	Oakland	baseball, volleyball	1.0413	0.7319	-849	3182	-1062	-0.5249	414	Statistics	-768
4	-729 m^2	1.7126	Fresno	track & field	0.8926	1.6159	856	873	762	0.8394	217	Bioinformatics	-22
1	-7 m^2	0.9805	Santa Clarita	motor sports	0.9014	0.3432	589	205	-970	0.0325	-90	Computer Science	-552
3	-776 m^2	0.3482	San Diego	basketball	-0.0781	1.6273	251	639	964	0.1845	427	Biotechnology	792
5	1421 m^2	-0.1587	Long Beach	golf	1.3823	0.4695	-650	960	-2112	0.6081	-148	Computer Science	
1	106 m^2	2.2828	Santa Clarita	motor sports	0.1746	-0.7594	-7	879	1733	0.7662	201	Computer Engineering	-32
2	2382 m^2	0.5977	Bakersfield	volleyball, boxing	1.5864	0.5036	280	123	745	-0.0898	496	Games and Playable Media	481
2	1717 m^2	0.0063	Bakersfield	boxing	0.8004	0.7012	1958	50	345	1.9529	1348	Bioinformatics	-1766
5	742 m^2	0.1579	Long Beach	running	1.0904	0.8731	427	534	-892	0.495	403	Bioengineering	165
3	-14 m^2	-0.2195	San Jose	soccer, football	1.9197	1.3315	790	44	2325	-0.2265	941	Technology and Information Management	-652
4	616 m^2	0.5901	Anaheim	track & field	-0.6134	-0.0883	1896	813	655	-0.8992	1428	Bioinformatics	280
1	910 m^2	0.2609	Santa Clarita	motor sports	-0.1778	1.4484	896	2351	1013	0.1628	1639	Computer Science	487
2	-452 m^2	-0.3688	Fresno	volleyball, baseball	-0.2964	0.749	-19	161	986	0.3148	595	Electrical Engineering	1235
0	325 m^2	?	Chula Vista	tennis	-0.018	1.0078	80	-183	2291	0.2062	180	Applied Mathematics	
1	1255 m^2	0.0205	Santa Clarita	motor sports	-0.9089	0.2723	-309	185	18	0.2947	1958	Computer Science	497
0	1089 m^2	1.4971	Los Angeles	tennis	1.0716	0.4264	-574	-360	-211	0.6935	1149	Electrical Engineering	607
2	1186 m^2	-0.0625	Stockton	boxing	0.3473	1.4686	675	759	1664	1.3938	24	Statistics	140
3	-571 m^2	-0.0408	San Jose	soccer	1.4384	-0.2377	1008	221	1448	0.1415	524	Biotechnology	358
5	351 m^2	-0.121	Sacramento	running	1.6145	0.4013	-946	1232	-192	0.42	n/a	Bioengineering	-358
1	1031 m^2	1.6643	Santa Clarita	motor sports	N/A	-0.373	124	754	-396	1.0271	132	Computer Science	417
3	-1044 m^2	1.9279	San Jose	FOOTBALL	1.4054	1.1791	-397	889	1980	-0.4944		robotics engineering	-134
4	830 m^2	0.5147	Anaheim	track & field	0.2544	0.4361	1166	3077	63	0.7368	-214	Human Computer Interaction	1448
4	1837 m^2	0.0401	Moreno Valley	track & field	-0.3963	-0.7458	521	862	269	1.1934	-197	Human Computer Interaction	-507
3	-454 m^2	-0.2295	sAN dIEGO	football	0.0541	1.1125	1058	-412	157	0.9332	1601	Robotics Engineering	1706
2	294 m^2	0.5073	oakland	boxing, volleyball	1.427	-0.2977	-1351	465	149	0.4164	916	Statistics	-599
5	1081 m^2	0.5986	Sacramento	golf	-0.208	-0.9931	-75	-231	72	0.3408	800	Bioengineering	-13
4	-830 m^2	0.7061	Fresno	track & field	-0.2927	-0.1952	-879	-388	1344	0.3939	532	Human Computer Interaction	1648
1	1640 m^2	0.2996	Santa Clarita	motor sports	1.1941	0.8814	374	1479	-161	-0.0494	432	Computer Science	659
3	1714 m^2	0.3758	Riverside	basketball	1.3829	1.2153	923	-954	618	1.403	588	bIOTECHNOLOGY	-1183
4	636 m^2	1.6047	san francisco	badminton	1.4606	0.5484	427	-1167	1382	0.6752	-114	Human Computer Interaction	1424
1	-65 m^2	1.2053	Santa Clarita	motor sports	1.244	-0.1348	-310	1680	-321	0.1064	3076	Computer Science	-169
3	-515 m^2	0.5427	SAN JOSE	soccer, basketball	1.0809	0.7324	1506	869	86	-0.5893	413	Biotechnology	-1075
3	-135 m^2	-0.0489	San Jose	soccer, basketball	0.3542	1.8627	1367	975	-1440	0.6866	-841	Robotics Engineering	860
0	633 m^2	1.5578	Riverside	tennis	1.291	0.6676	-195	1193	175	0.59	1352	Computational Media	1038
3	-873 m^2	-0.7127	San Diego	football	1.1673	1.8668	-243	-1038	488	0.0402	0	Computer Science	-930
0	-1158 m^2	0.1256	Los Angeles	ice hockey	1.809	0.1775	-298	1933	-32	-0.0447	644	Computer Game Design	-625
1	923 m^2	1.8583	Santa Clarita	motor sports	1.0526	0.7661	-371	912	909	2.4449	887	Computer Science	-613
4	1991 m^2	0.8966	Moreno Valley	badminton	0.0652	0.8229	83	91	291	0.2212	618	Human Computer Interaction	344
0	-277 m^2	0.8811	San Diego	tennis	1.7117	2.1971	-871	2121	295	2.1934	342	Computer Engineering	-1350
5	1637 m^2	0.9489	n/a	golf	1.1005	-0.1092	198	1466	814	1.0859	1191	Bioengineering	-108
4	1050 m^2	-0.5712	Moreno Valley	badminton	-0.0114	0.7756	-721	1492	-805	1.2402	934	Human Computer Interaction	-530
3	139 m^2	-0.3956	Modesto	basketball, soccer	1.4372	0.8568	909	-526	2045	0.8851	63	Robotics Engineering	-188
2	66 m^2	0.4068	Stockton	baseball, volleyball	1.7329	-0.1272	-620	2451	1296	-0.3459	1151	Statistics	-624
1	1542 m^2	1.4379	Santa Clarita	motor sports	0.4791	0.936	592	-715	-586	-1.0969	1364	Computer Science	-2061
1	449 m^2	0.8232	Santa Clarita	motor sports	0.3739	0.5948	1864	-117	-74	-1.1388	1385	Computer Science	-164
4	272 m^2	1.1151	san francisco	badminton	1.7503	0.063	272	1013	1188	3.1063	-46	Bioinformatics	1208
5	133 m^2	0.2043	Irvine	running	1.3325	-0.3527	202	1104	369	-0.1356	964	Natural Language Processing	1062
0	843 m^2	1.1973	Fremont	tennis	0.7444	0.6058	-972	1514	-894	-0.1568	-759	Applied Mathematics	14
2	-148 m^2	0.8846	Oakland	boxing, volleyball	-1.0	0.6525	795	1217	142	0.0063	452	Games and Playable Media	-1488
2	696 m^2	0.3242	Santa Clarita	boxing	1.5446	0.7525	1924	1085	-84	1.3372	-368	Games and Playable Media	1305
3	-901 m^2	0.2736	Modesto	basketball	0.6448	1.1388	29	-410	516	0.9165	1527	Technology and Information Management	1087
3	-649 m^2	0.9723	San Jose	basketball, soccer	1.2364	0.9423	1051	-140	253	1.1435	908	Robotics Engineering	745
4	1091 m^2	2.1206	mORENO vALLEY	badminton	0.1093	0.4409	410	902	2404	1.0056	295	Human Computer Interaction	763
3	748 m^2	0.2559	San Bernardino	soccer	0.887	1.6944	982	-1192	236	-0.2753	1367	Biotechnology	233
3	-558 m^2	1.0564	San Bernardino	football, soccer	-0.3338	-0.0388	1237	726	2065	0.971	718	Robotics Engineering	1054
5	-399 m^2	-0.8397	Irvine	running	-0.5586	1.0113	425	476	-242	1.4028	-794	Bioengineering	-405
3	1054 m^2	0.4993	Modesto	basketball, soccer	1.2927	1.2872	695	872	-352	2.1604	1729	Technology and Information Management	-1091
1	1160 m^2	-0.0345	Santa Clarita	motor sports	1.0301	-0.2828	-880	2616	1466	0.2978	786	Computer Science	-381
4	-113 m^2	1.9693	Moreno Valley	Baseball	-0.4047	0.1432	229	-491	351	0.5125	1430	Human Computer Interaction	-169
2	714 m^2	-0.7605	Bakersfield	baseball	0.5618	-0.362	1165	342	2095	1.1357	-184	Games and Playable Media	-297
0	817 m^2	0.8013	Chula Vista	ice hockey	-0.81	0.3823	-784	-461	129	0.6526	748	Data Science	264
4	1559 m^2	0.738	Fresno	track & field	-0.1699	1.2341	161	247	1397	0.0111	1072	Bioinformatics	-78
2	855 m^2	0.207	Santa Ana	baseball, volleyball	0.5437	1.2039	251	-918	1850	0.2202	1285	Games and Playable Media	1237
1	604 m^2	1.3209	Santa Clarita	motor sports	2.0999	0.2784	563	616	2001	1.1722	1325	Computer Science	462
4	689 m^2	0.8468	Anaheim	track & field	2.1538	-0.0566	297	1113	1728	0.4232	1101	Human Computer Interaction	917
1	-890 m^2	0.4326	SANTA CLARITA	motor sports	1.1216	0.7695	62	-408	1749	2.6066	722	Computer Science	1193
1	-10 m^2	1.2055	Santa Clarita	motor sports	0.8944	0.7271	-1129	77	1388	-1.5857	1727	Computer Science	-449
3	131 m^2	1.0733	San Jose	BASKETBALL, FOOTBALL	1.2291	0.6308	2290	1864	596	-0.02	891	Biotechnology	952
2	-74 m^2	0.1938	oakland	volleyball, boxing	0.3273	None	631	298	1966	-0.5681	14	Statistics	-803
2	913 m^2	0.9577	Stockton	boxing	-1.3533	1.1901	1792	1011	941	1.0075	1549	Statistics	313
0	467 m^2	0.4847	Fremont	tennis	0.4591	0.3688	476	-508	-757	0.0005	246	Computational Media	-138
5	2039 m^2	-0.7442	Long Beach	running	1.6111	0.8283	-744	2019	1503	-0.5693	1737	Bioengineering	503
1	-838 m^2	0.5951	Santa Clarita	motor sports	0.5271	0.4926	1342	2243	3432	-1.0545	1256	Computer Science	674
4	1514 m^2	-0.9074	San Francisco	track & field	1.2147	0.8131	-1045	-459	3283	-0.3441	-448	Bioinformatics	-101
5	1929 m^2	0.2772	Long Beach	running	0.1011	1.1212	-500	-696	-58	-1.5231	1352	Electrical Engineering	256
5	498 m^2	-0.1809	Long Beach	running	1.6207	1.3319	1338	285	-158	0.3384	1245	Electrical Engineering	323
2	446 m^2	0.1314	Stockton	boxing, volleyball	-0.0557	1.2534	1032	746	307	1.5748	897	GAMES AND PLAYABLE MEDIA	502
1	-507 m^2	0.2057	Santa Clarita	motor sports	-0.5669	0.5646	-1393	-548	957	-0.6457	717	Computer Science	95
3	673 m^2	0.4836	Modesto	soccer	-0.6822	1.1687	1371	2255	1794	0.486	984	Technology and Information Management	-542
3	-1453 m^2	-1.2026	San Diego	football	0.1387	1.3385	-45	490	-96	0.8534	1604	Biotechnology	563
4	1240 m^2	1.2656	Fresno	track & field	-0.7176	0.0192	912	-698	-725	0.428	-939	Human Computer Interaction	699
0	360 m^2	-0.0266	Fremont	ice hockey	1.2346	1.236	-985	1000	-1602	-0.5605	721	Data Science	644
2	1192 m^2	0.1178	Bakersfield	boxing, volleyball	2.1261	0.8794	1699	1934	-253	-0.3133	467	Statistics	460
0	-586 m^2	0.9617	Chula Vista	ice hockey	1.6922	0.9514	653	1008	-1297	0.833	-96	Computer Science	527
4	2096 m^2	0.8609	Fresno	badminton	-0.2352	0.62	345	186	1616	-2.5028	47	Bioinformatics	1383
5	199 m^2	0.4449	Irvine	golf	0.1002	-0.4893	-1248	728	872	0.4643	649	Natural Language Processing	545
1	619 m^2	1.4394	Santa Clarita	motor sports	-0.2744	-0.1873	-148	215	716	0.3122	483	Computer Science	-885
0	1071 m^2	0.8956	Riverside	tennis	1.3818	0.1412	89	265	793	1.4165	1254	Computer Game Design	95
0	1566 m^2	1.4437	Fremont	tennis	-0.372	0.3625	1120	1309	271	2.2756	1356	Computational Media	-17
5	857 m^2	0.428	Irvine	running	-0.0609	0.0687	-212	1245	498	0.686	1027	Electrical Engineering	1093
3	-266 m^2	2.1218	San Jose	basketball	-0.1852	-0.3324	1582	-1357	269	0.614	743	Robotics Engineering	1575
5	173 m^2	0.1592	Irvine	running	0.9384	0.1206	656	653	365	0.9775	930	Electrical Engineering	871
4	548 m^2	1.5182	Moreno Valley	track & field	-0.3078	0.9748	-132	1283	1481	-0.1688	1593	Human Computer Interaction	1308
1	590 m^2	-0.0329	sANTA cLARITA	motor sports	1.3742	0.8111	198	854	2855	0.2188	1597	Computer Science	263
4	-569 m^2	-0.0917	San Francisco	track & field	-0.9952	0.4543	1309	1294	1567	2.5323	1157	Bioinformatics	-870
3	26 m^2	-0.2686	Modesto	basketball	-0.8373	0.5823	-362	-129	1190	-0.9634	529	Technology and Information Management	602
3	470 m^2	1.0803	San Bernardino	soccer, football	1.373	0.1495	166	2515	638	-1.3642	963	Technology and Information Management	-1452
4	418 m^2	1.6754	Anaheim	track & field	0.2155	0.4824	2187	745	2107	0.4316	-253	bIOINFORMATICS	841
0	-1803 m^2	0.5236	Riverside	tennis	0.7104	0.2292	-1123	4	802	-0.4919	907	Computer Science	-101
0	-1683 m^2	0.7765	Riverside	tennis	1.007	-0.1555	-210	182	518	2.2672	-996	Computer Engineering	649
5	1665 m^2	1.602	Irvine	GOLF	0.9576	1.1489	-1030	1205	334	1.3208	2654	Natural Language Processing	289
0	-601 m^2	-0.6023	Chula Vista	ice hockey	0.4144	0.5447	102	-1019	311	1.1999	None	Data Science	-267
2	-284 m^2	1.6281	Bakersfield	baseball	-0.7134	-0.5433	662	-269	158	0.5799	896	Statistics	-604
4	-70 m^2	1.044	Moreno Valley	track & field	1.6271	-0.1431	620	155	-561	2.0231	-827	Bioinformatics	702
0	-5 m^2	0.1149	Riverside	ice hockey	0.3927	0.4049	120	441	20	0.8951	960	Applied Mathematics	912
4	167 m^2	-0.0336	San Francisco	badminton	0.9493	0.7193	2967	960	1126	0.9083	1362	Bioinformatics	539
3	492 m^2	-0.5442	Modesto	football	0.9822	1.612	126	2218	947	-0.7166	770	Robotics Engineering	576
0	-44 m^2	0.3662	Fremont	ice hockey	0.3346	0.686	-746	2354	-708	n/a	655	Data Science	380
2	2194 m^2	0.4595	Bakersfield	boxing, baseball	-0.556	1.3688	1756	615	-1580	0.0746	1272	Games and Playable Media	142
0	-679 m^2	0.9989	Riverside	ice hockey	-0.3734	0.8551	-198	717	872	2.4602	64	Applied Mathematics	650
2	-393 m^2	0.5511	Stockton	golf	-0.022	0.8561	329	1576	1295	0.9108	386	Statistics	-1596
4	923 m^2	1.1332	San Diego	badminton	0.2278	0.8846	752	-535	3125	1.7259	-2	Bioinformatics	1753
1	485 m^2	-0.0499	Santa Clarita	motor sports	1.0282	-0.1905	415	1758	None	1.7193	741	Computer Science	1176
4	951 m^2	1.7254	Fresno	track & field	-0.1557	-0.3295	3208	1082	-355	0.0807	415	Human Computer Interaction	-681
2	-196 m^2	-1.4847	Bakersfield	baseball	-0.7947	0.4797	134	855	1922	2.3837	343	Games and Playable Media	-137
3	594 m^2	0.1612	Modesto	football	0.2707	1.0305	-18	1095	1871	-0.2792	-20	Technology and Information Management	-195
0	-535 m^2	-0.1811	Chula Vista	ice hockey	1.5048	1.553	-298	1514	-885	-0.5146	-858	Computer Game Design	484
1	39 m^2	1.4667	Santa Clarita	motor sports	-0.0328	0.0587	153	1032	2467	1.0172	627	Computer Science	-411
5	635 m^2	0.7806	Sacramento	golf	-0.776	0.5203	1316	302	624	0.3687	444	Natural Language Processing	-150
2	918 m^2	-0.4432	Bakersfield	boxing, baseball	0.4814	-0.3209	1541	996	1416	1.4994	1073	Games and Playable Media	745
2	2335 m^2	0.1341	Santa Ana	baseball, volleyball	0.8572	1.193	-30	-755	170	-0.8036	3583	Games and Playable Media	620
4	301 m^2	1.3959	Anaheim	badminton	-0.0615	-0.0414	-945	1520	1696	1.8658	376	Bioinformatics	3003
2	134 m^2	0.8657	Oakland	Boxing, Volleyball	0.8344	0.9578	695	2571	-16	0.4623	416	Games and Playable Media	1457
3	-56 m^2	-0.2909	Modesto	football	0.0945	0.5005	1215	-1020	-640	-0.7397	379	Technology and Information Management	-1274
4	592 m^2	2.2381	ANAHEIM	track & field	-0.9706	0.36	913	1320	696	0.8377	2000	Bioinformatics	639
5	-525 m^2	0.0614	Irvine	running	0.3209	0.4131	60	890	-261	-0.8677	-431	Electrical Engineering	-244
4	None	1.819	san francisco	track & field	0.2797	0.9893	-252	102	-576	0.4346	1217	Games and Playable Media	1000
0	249 m^2	0.2926	Riverside	ice hockey	2.3652	0.0622	437	481	-842	0.8216	362	Applied Mathematics	-21
2	868 m^2	0.0235	Bakersfield	volleyball	0.6143	-0.9284	-790	1386	-43	0.2909	1395	Statistics	-482
3	-2038 m^2	-0.53	Modesto	soccer, basketball	0.8652	1.2174	610	-867	817	0.6613	2455	Biotechnology	35
2	998 m^2	-1.0915	Oakland	boxing	1.6184	1.3048	1117	2880	152	-0.8254	857	Games and Playable Media	1691
1	182 m^2	-0.0863	Santa Clarita	motor sports	0.2941	0.2936	-537	-54	1886	1.5986	2158	Computer Science	591
1	484 m^2	1.187	Santa Clarita	motor sports	1.5574	0.8106	-513	140	2863	0.5656	1260	Computer Science	-960
4	-313 m^2	1.2767	Moreno Valley	track & field	2.5357	0.3815	779	976	2012	0.4787	870	Human Computer Interaction	-98
4	-510 m^2	-0.1874	San Francisco	track & field	-0.7776	-0.0323	1841	449	-144	0.5391	1836	Human Computer Interaction	455
1	709 m^2	-0.0959	Santa Clarita	motor sports	0.8501	-0.2542	-133	304	488	1.2227	299	Computer Science	1084
5	2346 m^2	1.0438	Long Beach	running	-0.7311	2.6285	-192	-1468	-559	1.0747	760	Bioengineering	677
2	345 m^2	1.8619	Bakersfield	volleyball	0.9826	0.8131	457	1151	1665	-0.209	1847	Games and Playable Media	197
3	-1388 m^2	0.6544	San Diego	basketball	0.5314	-0.0343	2031	-1172	1087	1.0335	-769	Computational Media	-93
4	-13 m^2	1.032	Anaheim	badminton	1.0308	1.0723	-895	1141	2709	-0.0766	-464	Bioinformatics	741
3	1960 m^2	0.2047	San Jose	football	0.2076	0.8014	547	1638	924	0.048	1272	Robotics Engineering	403
4	152 m^2	1.1518	Moreno Valley	badminton	0.0569	0.489	1769	-169	1419	1.1387	721	Human Computer Interaction	64
2	92 m^2	1.7562	Santa Ana	baseball, boxing	0.0281	1.2326	-359	-168	-308	-0.7591	1395	Games and Playable Media	638
5	530 m^2	-0.1331	Sacramento	golf	0.7002	NULL	1194	-905	-611	-0.2206	410	Electrical Engineering	-517
1	2640 m^2	0.1314	santa clarita	motor sports	-0.5983	-0.0089	962	656	898	1.7321	557	Computer Science	695
2	752 m^2	0.7158	Santa Ana	baseball, volleyball	-0.4328	0.9008	670	1071	2755	1.0288	1016	Games and Playable Media	331
0	-544 m^2	1.3796	Riverside	TENNIS	-0.078	1.0832	699	570	185	0.7473	348	NULL	2021
2	1013 m^2	0.0088	Oakland	volleyball, baseball	0.203	-0.2075	1340	-1663	1500	0.6574	428	Human Computer Interaction	1198
0	1089 m^2	1.2913	Fremont	ice hockey	0.157	1.5806	-540	1183	-733	0.8785	705	Computational Media	621
3	665 m^2	0.1783	Bakersfield	football, basketball	1.6722	1.0812	786	1143	1434	0.5559	748	Biotechnology	394
5	388 m^2	0.786	Sacramento	golf	0.5642	-0.0976	132	1845	-340	-0.2424	819	Bioengineering	-1222
3	579 m^2	0.2033	Los Angeles	basketball, soccer	0.2243	-0.0751	1415	-744	1426	-0.37	359	Applied Mathematics	88
5	-515 m^2	0.4102	Irvine	golf	0.6502	0.4855	-276	64	608	-0.545	373	Bioengineering	323
5	2658 m^2	0.5766	Sacramento	golf	1.7415	-0.3896	174	-948	332	1.6831	825	Electrical Engineering	370
4	339 m^2	1.0941	Anaheim	badminton	0.6397	-0.4723	736	-140	1330	0.0366	-152	Human Computer Interaction	-265
4	959 m^2	1.7471	Moreno Valley	track & field	-0.1473	0.0102	645	710	2922	0.5617	795	Bioinformatics	-491
5	1357 m^2	-0.655	Long Beach	running	-1.5323	0.5308	708	924	-377	-0.3757	1054	Bioengineering	939
3	-438 m^2	-0.132	San Bernardino	soccer, football	2.9275	1.0493	2777	-1562	2056	-1.15	1510	Technology and Information Management	-706
0	1141 m^2	1.5111	Los Angeles	ice hockey	1.2203	0.7455	406	1593	-1429	0.3754	2	Data Science	326
5	?	0.181	Santa Clarita	golf	1.6547	0.5748	558	1414	-629	-0.2761	1800	Natural Language Processing	-17
2	-434 m^2	-0.0061	Stockton	volleyball, baseball	1.8743	0.0061	1139	370	-262	-0.1477	1026	Bioengineering	-144
4	950 m^2	0.9392	fremont	badminton	1.5752	0.8822	1690	909	1011	0.281	673	Computer Science	205
0	1120 m^2	1.1854	Riverside	ice hockey	0.3714	0.9692	-242	-1028	-167	0.0557	78	Bioinformatics	87
1	786 m^2	0.9419	santa clarita	motor sports	-0.0459	1.6051	453	-70	1052	1.4627	1251	Computer Science	604
5	388 m^2	0.3453	Irvine	running	1.3118	0.167	226	548	2011	0.5113	1635	Natural Language Processing	646
5	55 m^2	0.3846	Long Beach	running	1.4208	1.5896	69	599	-709	0.7265	1661	Natural Language Processing	668
0	602 m^2	1.0022	Riverside	tennis	0.4369	1.0039	-418	-897	-468	2.2788	1252	Computational Media	-342
2	789 m^2	-0.0721	Bakersfield	boxing	0.5048	0.8954	-92	2414	616	1.4009	1642	Statistics	-486
4	399 m^2	0.3722	Anaheim	badminton	0.0339	0.4598	726	-48	728	1.3976	996	Human Computer Interaction	-423
3	-887 m^2	-1.021	San Bernardino	basketball	-0.3096	0.7188	177	547	448	1.0123	64	Robotics Engineering	-783
0	-728 m^2	1.5667	Riverside	ice hockey	1.1755	1.1236	24	-29	1	1.369	841	Data Science	1251
1	-172 m^2	-0.2329	Santa Clarita	Motor Sports	0.8277	1.6153	199	-115	-351	0.8736	837	Computer Science	-636
5	322 m^2	-1.1852	Sacramento	running	-0.2676	-0.3298	-515	-984	159	0.256	170	Natural Language Processing	-134
0	-249 m^2	-0.3267	Chula Vista	ice hockey	1.3747	1.149	118	-795	318	0.0411	-541	Computer Game Design	-718
0	539 m^2	2.259	Fremont	ice hockey	1.6714	0.004	-1367	18	2437	0.6547	997	Computer Engineering	-848
1	1313 m^2	0.615	Santa Clarita	motor sports	0.9483	0.8481	-637	645	3411	0.4104	665	Computer Science	752
2	2141 m^2	0.5197	Bakersfield	boxing	1.7857	1.1043	379	-50	507	0.6538	1110	Data Science	-405
5	-183 m^2	-0.8524	Sacramento	running	0.1595	-0.5351	-638	1542	457	1.5889	845	Electrical Engineering	1094
3	1597 m^2	0.0718	San Bernardino	soccer, basketball	0.9276	0.5393	512	-1416	1116	2.1638	153	Technology and Information Management	1274
5	1198 m^2	0.6756	Long Beach	golf	0.1058	-0.6359	932	853	-1383	0.7004	-57	Bioengineering	-907
2	1690 m^2	-0.3149	Stockton	baseball, volleyball	1.3135	1.1883	-517	N/A	2544	1.408	1417	Games and Playable Media	-804
0	-188 m^2	1.8001	Fremont	ice hockey	1.4265	0.2307	-1259	-178	814	-0.7343	394	Computer Game Design	-70
5	1868 m^2	0.1423	Sacramento	golf	0.8466	0.8361	-1242	1927	-602	-0.4036	403	BIOENGINEERING	-871
4	46 m^2	1.5084	Moreno Valley	badminton	1.1408	0.1331	2387	-1264	1415	0.6948	470	Bioinformatics	1431
4	115 m^2	0.802	San Francisco	badminton	1.3782	-0.4745	648	1478	1748	1.4941	985	Bioinformatics	242
5	282 m^2	-0.0826	sACRAMENTO	running	1.0762	1.0101	-1434	297	-162	-1.3268	1441	Natural Language Processing	809
5	-426 m^2	0.2126	Sacramento	golf	-0.5729	0.4012	-802	NULL	929	0.1358	1035	Natural Language Processing	140
0	1020 m^2	1.8308	Los Angeles	ice hockey	-0.289	1.1749	570	791	-692	0.9331	305	Computational Media	462
3	1678 m^2	0.4241	San Bernardino	basketball	1.4362	N/A	1101	549	1885	0.0969	156	Robotics Engineering	748
2	441 m^2	-0.6206	Santa Ana	volleyball, boxing	-0.8252	1.3831	1071	-140	1888	1.1784	948	Games and Playable Media	439
1	-296 m^2	1.088	Santa Clarita	motor sports	-1.132	0.1003	1261	1183	900	0.7675	917	Computer Science	943
1	860 m^2	1.0896	Santa Clarita	motor sports	0.307	0.8897	693	2534	-614	-0.5428	1210	Statistics	630
0	?	0.3036	n/a	TENNIS	?	1.4135	870	1741	-453	2.1158	834	Data Science	-348
0	-575 m^2	0.0641	Los Angeles	ice hockey	0.1291	1.0152	-531	862	-2351	0.7102	-374	Data Science	170
5	48 m^2	-0.4902	Irvine	running	0.4902	1.4037	400	474	-1088	0.0525	1033	bIOENGINEERING	1053
0	262 m^2	1.195	Chula Vista	ice hockey	0.0689	1.3884	-646	-63	597	0.7138	325	Computer Game Design	-580
2	-978 m^2	0.81	Santa Ana	boxing	1.0693	0.8949	2031	513	986	0.4576	2504	Games and Playable Media	-172
5	-506 m^2	None	Long Beach	running	-1.3122	0.9734	357	557	506	-0.2037	1884	Bioengineering	-771
3	-279 m^2	0.514	san jose	football, basketball	0.9531	-0.509	189	-1344	1436	-0.3828	1131	Robotics Engineering	-321
0	-659 m^2	0.1201	Riverside	ice hockey	0.7399	0.3756	791	708	259	1.9069	-1225	Computer Game Design	1472
5	1152 m^2	0.6503	Sacramento	golf	1.7758	-0.1536	233	-194	-914	1.656	1660	Bioengineering	1431
0	-358 m^2	-0.3683	Riverside	ice hockey	-0.2255	0.3424	-290	702	256	1.8093	167	Applied Mathematics	-519
3	505 m^2	-0.2102	San Jose	basketball	0.9347	2.0199	780	1253	1100	-0.3802	1147	Robotics Engineering	546
3		-0.0829	San Diego	football, soccer	0.5957	1.1227	1925	N/A	1025	0.6594	678	Games and Playable Media	17
2	1417 m^2	0.3188	Santa Ana	volleyball, baseball	-0.5352	0.2233	1181	2215	-189	1.8296	-656	Robotics Engineering	-826
